Geo_FIPS	Geo_QName	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A10009_001	SE_A10009_002	SE_A10009_003	SE_A10009_004	SE_A10009_005	SE_A10009_006	SE_A10009_007	SE_A10009_008	SE_A10009_009	SE_A10009_010	SE_A10009_011	SE_A10009_012	SE_A10009_013	SE_A10009_014	SE_A10009_015	SE_A10009_016	SE_A10009_017	SE_A10009_018	SE_A10009_019	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A14006_001
"0404060"	"Kayenta Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009329"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04060"	""	""	""	""	""	""	"97000US0404060"	"Kayenta Unified District"	""	""	""	10306	902	993	718	614	1170	1607	940	1005	1032	743	512	70	10306	259	22	9909	36	58	9	13	3025	1334	1334	550	784	161	623	0	0	0	1691	751	495	256	109	147	940	496	444	5909	1214	4160	535	25527
"0404280"	"Lake Havasu Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009330"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04280"	""	""	""	""	""	""	"97000US0404280"	"Lake Havasu Unified District"	""	""	""	58563	1835	2467	2363	2135	3444	5695	5011	7113	8947	11104	6491	1958	58563	53180	187	500	393	25	1597	2681	26685	4666	4615	2959	1656	596	1060	51	51	0	22019	11645	10398	1247	565	682	10374	4731	5643	46319	4788	34053	7478	55606
"0404410"	"Littlefield Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009331"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04410"	""	""	""	""	""	""	"97000US0404410"	"Littlefield Unified District"	""	""	""	3815	58	109	266	168	436	135	218	431	632	848	514	0	3815	2555	0	0	0	0	1196	64	1654	204	204	43	161	64	97	0	0	0	1450	843	695	148	0	148	607	228	379	2778	658	1979	141	35292
"0404570"	"Mammoth-San Manuel Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009332"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04570"	""	""	""	""	""	""	"97000US0404570"	"Mammoth-San Manuel Unified District"	""	""	""	5615	155	260	219	222	316	474	521	741	1038	675	643	351	5615	4517	1	8	0	0	589	500	2348	403	397	212	185	78	107	6	0	6	1945	1116	897	219	129	90	829	520	309	4443	736	3209	498	40192
"0404630"	"Marana Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009333"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04630"	""	""	""	""	""	""	"97000US0404630"	"Marana Unified District"	""	""	""	100104	6132	6449	6256	3228	8133	11654	12782	12061	13977	11858	6345	1229	100104	80547	2162	1060	2812	198	4392	8933	37871	11198	11132	7710	3422	1278	2144	66	27	39	26673	16282	14274	2008	426	1582	10391	4725	5666	69906	4402	40714	24790	75525
"0404720"	"Maricopa Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009334"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04720"	""	""	""	""	""	""	"97000US0404720"	"Maricopa Unified School District"	""	""	""	54551	3641	4441	4758	2254	4153	6980	8647	6813	5488	5145	1789	442	54551	34340	6755	2129	1946	576	2620	6185	16743	6786	6701	4829	1872	636	1236	85	20	65	9957	6460	5713	747	260	487	3497	1803	1694	35304	3103	24108	8093	74035
"0404820"	"Mayer Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009335"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04820"	""	""	""	""	""	""	"97000US0404820"	"Mayer Unified District"	""	""	""	7831	312	205	569	328	1713	476	278	1022	1194	1021	623	90	7831	6405	108	82	121	0	526	589	2557	434	416	263	153	0	153	18	18	0	2123	1071	952	119	65	54	1052	561	491	4704	827	3586	291	43232
"0404970"	"Mesa Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009336"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"04970"	""	""	""	""	""	""	"97000US0404970"	"Mesa Unified District"	""	""	""	511472	32797	31609	33106	19259	45466	76719	61977	58693	60691	50614	28752	11789	511472	397928	21694	18793	10226	1637	30969	30225	192214	55695	54963	33279	21684	6116	15568	732	504	228	136519	67341	53028	14313	4711	9602	69178	31932	37246	349235	38840	217836	92559	57431
"0405030"	"Miami Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009337"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05030"	""	""	""	""	""	""	"97000US0405030"	"Miami Unified District"	""	""	""	7067	588	473	402	327	393	902	599	988	1062	791	418	124	7067	5500	152	185	159	32	519	520	2837	937	897	356	541	203	338	40	40	0	1900	900	656	244	69	175	1000	476	524	4884	1088	3132	664	35564
"0405320"	"Morenci Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009338"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05320"	""	""	""	""	""	""	"97000US0405320"	"Morenci Unified District"	""	""	""	6475	521	537	574	193	821	702	1215	541	696	354	294	27	6475	5610	171	318	32	0	41	303	2212	804	804	513	291	198	93	0	0	0	1408	749	608	141	86	55	659	498	161	3829	573	2591	665	68007
"0405460"	"Nadaburg Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009339"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05460"	""	""	""	""	""	""	"97000US0405460"	"Nadaburg Unified School District"	""	""	""	9938	289	553	993	620	868	1021	1093	2010	1126	1126	218	21	9938	8398	217	132	325	0	141	725	3211	1306	1286	1154	132	32	100	20	0	20	1905	1402	1329	73	16	57	503	288	215	6615	604	4738	1273	69493
"0405530"	"Nogales Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009340"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05530"	""	""	""	""	""	""	"97000US0405530"	"Nogales Unified District"	""	""	""	21132	1139	1440	1863	1155	1842	2663	2280	2724	2188	2064	1057	717	21132	15608	383	127	127	0	2204	2683	7461	2796	2796	1739	1057	335	722	0	0	0	4665	2407	1646	761	197	564	2258	1020	1238	13693	4518	7151	2024	28972
"0405820"	"Page Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009341"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05820"	""	""	""	""	""	""	"97000US0405820"	"Page Unified District"	""	""	""	13530	918	817	1624	737	1454	1904	1420	1525	1849	796	370	116	13530	2876	163	9880	17	22	357	215	4353	1722	1722	804	918	286	632	0	0	0	2631	1276	960	316	83	233	1355	555	800	7980	1570	5417	993	52625
"0405930"	"Paradise Valley Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009342"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05930"	""	""	""	""	""	""	"97000US0405930"	"Paradise Valley Unified District"	""	""	""	271126	14761	15517	15983	10339	20280	39858	35166	36391	38570	26171	12320	5770	271126	220145	7764	2209	15311	391	9094	16212	109437	31342	31011	21793	9218	3035	6183	331	168	163	78095	37387	30333	7054	2332	4722	40708	18734	21974	194246	14486	94444	85316	77477
"0405980"	"Parker Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009343"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05980"	""	""	""	""	""	""	"97000US0405980"	"Parker Unified School District"	""	""	""	10918	750	568	665	442	974	1252	1152	1183	1519	1222	1017	174	10918	5891	140	3043	93	4	724	1023	4193	1300	1233	597	636	209	427	67	67	0	2893	1314	1001	313	121	192	1579	752	827	7519	1501	5203	815	40906
"0406070"	"Payson Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009344"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06070"	""	""	""	""	""	""	"97000US0406070"	"Payson Unified District"	""	""	""	21590	803	948	900	503	1075	1730	1413	1960	4331	4396	2505	1026	21590	19502	134	622	234	0	594	504	10200	1820	1820	1123	697	52	645	0	0	0	8380	4151	3837	314	136	178	4229	2107	2122	17361	1266	11884	4211	51259
"0406120"	"Peach Springs Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009345"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06120"	""	""	""	""	""	""	"97000US0406120"	"Peach Springs Unified District"	""	""	""	1631	137	192	171	67	119	270	188	136	108	203	40	0	1631	137	0	1455	0	0	38	1	513	288	283	65	218	39	179	5	5	0	225	156	90	66	19	47	69	26	43	945	242	629	74	41250
"0406250"	"Peoria Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009346"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06250"	""	""	""	""	""	""	"97000US0406250"	"Peoria Unified School District"	""	""	""	235615	13495	14968	15873	8681	19958	31476	28345	29289	31370	24389	12624	5147	235615	186835	7893	2213	11067	379	12664	14564	85059	27286	26975	17986	8989	2592	6397	311	258	53	57773	32318	26232	6086	2009	4077	25455	10033	15422	162640	14011	99965	48664	70196
"0406440"	"Pima Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009347"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06440"	""	""	""	""	""	""	"97000US0406440"	"Pima Unified District"	""	""	""	4026	266	456	464	147	235	515	574	242	427	489	79	132	4026	3720	6	105	0	9	109	77	1296	509	501	377	124	7	117	8	8	0	787	481	332	149	128	21	306	173	133	2458	266	1637	555	46833
"0406580"	"Blue Ridge Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009348"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06580"	""	""	""	""	""	""	"97000US0406580"	"Blue Ridge Unified District"	""	""	""	13470	745	556	646	547	640	1143	1019	1721	2166	2579	1221	487	13470	12232	13	629	77	0	213	306	5931	1332	1292	750	542	61	481	40	18	22	4599	2490	2217	273	65	208	2109	1162	947	10336	912	6433	2991	46943
"0406730"	"Prescott Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009349"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06730"	""	""	""	""	""	""	"97000US0406730"	"Prescott Unified District"	""	""	""	60374	1721	1752	3048	1536	4148	4210	4552	5996	10859	12983	6675	2894	60374	55532	280	447	869	64	1555	1627	27275	3770	3718	2427	1291	431	860	52	52	0	23505	12781	11806	975	201	774	10724	4828	5896	48169	2210	27576	18383	60441
"0406740"	"Sanders Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009350"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06740"	""	""	""	""	""	""	"97000US0406740"	"Sanders Unified District"	""	""	""	5675	274	379	408	261	475	1008	455	849	887	399	194	86	5675	215	20	5288	5	34	59	54	1836	653	653	262	391	49	342	0	0	0	1183	530	300	230	75	155	653	384	269	3878	857	2826	195	25684
"0406810"	"Queen Creek Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009351"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06810"	""	""	""	""	""	""	"97000US0406810"	"Queen Creek Unified District"	""	""	""	51480	3247	4026	5201	3349	3474	6061	7974	7537	5296	3404	1130	781	51480	43170	1995	155	1133	76	1279	3672	15584	7080	7067	5968	1099	434	665	13	9	4	8504	6070	5489	581	101	480	2434	1339	1095	32183	1331	18893	11959	113097
"0406850"	"Ray Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009352"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06850"	""	""	""	""	""	""	"97000US0406850"	"Ray Unified District"	""	""	""	4742	178	313	395	226	313	535	375	540	574	780	415	98	4742	3995	0	110	61	0	363	213	1778	516	505	318	187	113	74	11	11	0	1262	531	477	54	0	54	731	281	450	3317	414	2345	558	55798
"0406870"	"Red Mesa Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009353"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06870"	""	""	""	""	""	""	"97000US0406870"	"Red Mesa Unified District"	""	""	""	8561	557	515	764	517	949	1080	1014	1092	931	606	365	171	8561	61	10	8346	42	3	7	92	2259	805	805	400	405	103	302	0	0	0	1454	790	438	352	103	249	664	364	300	5259	1402	3508	349	27624
"0406960"	"San Carlos Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009354"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"06960"	""	""	""	""	""	""	"97000US0406960"	"San Carlos Unified District"	""	""	""	9068	998	980	995	400	1055	1287	976	948	748	477	156	48	9068	149	0	8100	24	0	2	793	2107	1108	1096	538	558	138	420	12	12	0	999	691	270	421	109	312	308	244	64	4640	1131	3305	204	34864
"0407130"	"Round Valley Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009355"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07130"	""	""	""	""	""	""	"97000US0407130"	"Round Valley Unified District"	""	""	""	8683	917	596	479	289	408	1131	931	884	1120	1300	496	132	8683	7413	48	236	5	0	396	585	2898	860	860	493	367	162	205	0	0	0	2038	1255	1046	209	50	159	783	392	391	5994	583	4250	1161	60921
"0407170"	"Saddle Mountain Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009356"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07170"	""	""	""	""	""	""	"97000US0407170"	"Saddle Mountain Unified School District"	""	""	""	11686	439	1031	942	487	744	2012	1468	1272	1644	964	490	193	11686	9228	722	217	19	0	491	1009	3593	1503	1461	1249	212	49	163	42	10	32	2090	1458	1226	232	124	108	632	426	206	8043	1492	5497	1054	67104
"0407240"	"Safford Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009357"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07240"	""	""	""	""	""	""	"97000US0407240"	"Safford Unified District"	""	""	""	16983	1163	936	1330	754	1607	2740	2031	1878	2005	1282	933	324	16983	14799	419	279	133	25	352	976	5305	1975	1917	941	976	290	686	58	37	21	3330	1681	1299	382	188	194	1649	697	952	11193	1548	8075	1570	52066
"0407300"	"Sahuarita Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009358"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07300"	""	""	""	""	""	""	"97000US0407300"	"Sahuarita Unified District"	""	""	""	28371	2387	2252	2866	1164	2406	3201	4155	3071	2936	2149	1534	250	28371	24401	496	287	690	0	1017	1480	9215	3817	3817	3124	693	263	430	0	0	0	5398	3376	2759	617	191	426	2022	965	1057	17296	1627	9696	5973	70691
"0407430"	"San Simon Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009359"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07430"	""	""	""	""	""	""	"97000US0407430"	"San Simon Unified District"	""	""	""	659	27	9	16	13	87	52	44	79	77	170	61	24	659	646	0	4	0	0	0	9	332	42	42	27	15	0	15	0	0	0	290	142	119	23	19	4	148	74	74	507	46	321	140	43182
"0407520"	"Santa Cruz Valley Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009360"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07520"	""	""	""	""	""	""	"97000US0407520"	"Santa Cruz Valley Unified District"	""	""	""	19221	1696	1676	1194	882	1845	2122	2108	2002	2869	1813	786	228	19221	15909	0	92	64	0	1982	1174	6400	2571	2571	1754	817	378	439	0	0	0	3829	2365	1819	546	105	441	1464	849	615	11928	1813	7341	2774	51223
"0407570"	"Scottsdale Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009361"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07570"	""	""	""	""	""	""	"97000US0407570"	"Scottsdale Unified District"	""	""	""	251715	10609	10166	12156	7961	17506	37844	30349	32788	37485	29523	17046	8282	251715	216414	5435	2319	12586	415	3809	10737	116123	22164	22026	15835	6191	1509	4682	138	110	28	93959	40177	33840	6337	1984	4353	53782	24812	28970	193317	5945	73783	113589	86238
"0407630"	"Seligman Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009362"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07630"	""	""	""	""	""	""	"97000US0407630"	"Seligman Unified District"	""	""	""	1612	107	96	0	45	82	124	188	67	334	386	146	37	1612	1423	0	50	0	0	7	132	742	106	106	98	8	0	8	0	0	0	636	363	288	75	58	17	273	158	115	1282	179	989	114	36765
"0407700"	"Show Low Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009363"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07700"	""	""	""	""	""	""	"97000US0407700"	"Show Low Unified District"	""	""	""	17614	1221	1075	929	550	1305	1734	1663	1959	2389	2974	1610	205	17614	15299	116	428	121	0	909	741	6926	2022	1967	1339	628	121	507	55	49	6	4904	2940	2613	327	81	246	1964	896	1068	12534	1086	8491	2957	50122
"0407750"	"Deer Valley Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009364"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07750"	""	""	""	""	""	""	"97000US0407750"	"Deer Valley Unified District"	""	""	""	265767	15794	16840	18253	10755	20586	35818	36194	40070	35131	24822	8585	2919	265767	217091	6526	2345	16935	246	7757	14867	97882	32817	32404	24001	8403	2897	5506	413	390	23	65065	36448	31337	5111	1733	3378	28617	13429	15188	183539	9702	100497	73340	85437
"0407820"	"Snowflake Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009365"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"07820"	""	""	""	""	""	""	"97000US0407820"	"Snowflake Unified District"	""	""	""	13262	795	1056	1477	629	840	1319	1256	1224	2119	1548	767	232	13262	11771	89	531	0	0	286	585	4445	1265	1265	998	267	96	171	0	0	0	3180	1910	1581	329	90	239	1270	697	573	8465	881	6022	1562	50074
"0408020"	"St. David Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009366"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08020"	""	""	""	""	""	""	"97000US0408020"	"St. David Unified District"	""	""	""	2965	157	171	117	49	140	248	435	135	391	717	310	95	2965	2609	34	12	52	0	8	250	1565	350	350	234	116	18	98	0	0	0	1215	534	499	35	0	35	681	327	354	2331	128	1403	800	49728
"0408080"	"St. Johns Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009367"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08080"	""	""	""	""	""	""	"97000US0408080"	"St. Johns Unified District"	""	""	""	3978	143	176	533	189	663	328	441	378	571	460	37	59	3978	3079	129	558	0	0	63	149	1105	420	420	219	201	60	141	0	0	0	685	461	304	157	53	104	224	91	133	2274	346	1560	368	61847
"0408170"	"Sunnyside Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009368"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08170"	""	""	""	""	""	""	"97000US0408170"	"Sunnyside Unified District"	""	""	""	96831	7769	7043	7604	4359	13094	14758	13751	10436	9267	5292	2452	1006	96831	54182	4827	7512	1034	90	15840	13346	26998	13418	13345	5886	7459	2274	5185	73	68	5	13580	7252	4440	2812	855	1957	6328	3291	3037	56962	17619	34014	5329	42382
"0408230"	"Superior Unified School District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009369"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08230"	""	""	""	""	""	""	"97000US0408230"	"Superior Unified School District"	""	""	""	3518	103	119	121	90	175	338	426	390	584	678	333	161	3518	2573	0	55	125	0	322	443	1590	208	208	150	58	7	51	0	0	0	1382	528	360	168	9	159	854	422	432	2910	444	1890	576	34115
"0408280"	"Tanque Verde Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009370"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08280"	""	""	""	""	""	""	"97000US0408280"	"Tanque Verde Unified District"	""	""	""	11838	546	734	811	465	683	564	998	1372	2350	1825	1101	389	11838	10765	30	39	219	0	85	700	4536	1092	1092	983	109	51	58	0	0	0	3444	2355	2147	208	77	131	1089	656	433	8599	218	3099	5282	120164
"0408410"	"Thatcher Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009371"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08410"	""	""	""	""	""	""	"97000US0408410"	"Thatcher Unified District"	""	""	""	7616	534	463	810	479	1343	776	826	753	588	678	236	130	7616	6940	41	121	98	7	88	321	2454	1046	1046	862	184	18	166	0	0	0	1408	784	738	46	0	46	624	194	430	3987	429	2635	923	64635
"0408600"	"Tombstone Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009372"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08600"	""	""	""	""	""	""	"97000US0408600"	"Tombstone Unified District"	""	""	""	7197	275	432	313	234	293	645	1051	895	1046	1338	578	97	7197	5957	218	54	80	2	168	718	3319	692	686	494	192	35	157	6	0	6	2627	1286	1121	165	74	91	1341	734	607	5650	465	4004	1181	45248
"0408680"	"Tuba City Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009373"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08680"	""	""	""	""	""	""	"97000US0408680"	"Tuba City Unified District"	""	""	""	16041	1173	1213	1364	611	1872	2202	1798	1942	1785	1172	709	200	16041	478	54	15362	13	17	35	82	4530	1852	1852	776	1076	259	817	0	0	0	2678	1391	756	635	190	445	1287	667	620	9808	2057	6516	1235	39281
"0408800"	"Tucson Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009374"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08800"	""	""	""	""	""	""	"97000US0408800"	"Tucson Unified District"	""	""	""	484812	25348	26130	26557	17437	69837	68222	52830	52316	59816	48901	26339	11079	484812	344184	20626	16409	13413	1032	52115	37033	196996	50292	49700	26197	23503	6355	17148	592	403	189	146704	59802	45204	14598	5269	9329	86902	42426	44476	319503	36486	183424	99593	48911
